   112,    1
   564,    2
   792,    3
  1357,    4
  1809,    5
  2037,    6
  2489,    7
  2941,    8
  3281,    9
  3733,   10
  4184,   11
  4412,   12
  4752,   13
  5204,   14
  5544,   15
  5996,   16
  6224,   17
  6676,   18
  7128,   19
  7580,   20
  7920,   22
  8484,   23
  8600,   24
  8940,   25
  9280,   26
  9620,   27
  9848,   28
 10188,   29
 10640,   30
 10756,   31
 10984,   32
 11436,   33
 11664,   34
 11892,   35
 12232,   36
 12460,   37
 12576,   38
 13028,   39
 13592,   41
 13933,   42
 14273,   43
 14389,   44
 14617,   45
 14846,   46
 15298,   47
 15638,   48
 15978,   49
 16206,   51
 16546,   52
 16662,   53
 17338,   54
 17454,   55
 17682,   56
 17798,   57
 18138,   58
 18478,   60
 18706,   61
 19158,   62
 19386,   63
 19726,   64
 19953,   65
 20069,   66
 20185,   67
 20413,   68
 20977,   70
 21317,   71
 21433,   72
 21549,   73
 21890,   77
 22902,   79
 23130,   80
 23358,   81
 23586,   82
 23926,   83
 24042,   84
 24158,   85
 24386,   86
 24502,   87
 24842,   88
 24958,   89
 25298,   90
 25526,   92
 25866,   95
 26318,   97
 26434,   98
 26886,   99
 27114,  100
 27230,  102
 27570,  104
 27798,  105
 27914,  106
 28366,  108
 28482,  109
 28822,  111
 29050,  112
 29166,  113
 29506,  114
 29734,  115
 29962,  117
 30078,  118
 30194,  120
 30422,  121
 30538,  122
 30878,  124
 31106,  125
 31334,  127
 31674,  129
 31902,  130
 32130,  131
 32358,  133
 32698,  135
 32926,  136
 33042,  137
 33270,  143
 34282,  144
 34398,  145
 34514,  148
 34742,  149
 34858,  152
 35534,  153
 35762,  156
 36102,  158
 36218,  159
 36446,  161
 36562,  162
 36678,  163
 36906,  165
 37022,  168
 37250,  170
 37366,  171
 37482,  175
 37598,  180
 37826,  182
 37942,  186
 38170,  190
 38287,  194
 38403,  196
 38519,  200
 38635,  207
 38751,  213
 38867,  216
 38983,  224
 39099,  227
 39215,  231
 39331,  237
 39447,  242
 39563,  247
 39679,  250
 39795,  255
 39911,  262
 40028,  267
 40144,  272
 40260,  276
 40376,  282
 40492,  287
 40608,  290
 40724,  292
 40840,  298
 40956,  306
 41072,  309
 41188,  314
 41304,  319
 41420,  324
 41536,  327
 41652,  334
 41768,  335
 41884,  341
 42000,  348
 42116,  354
 42232,  358
 42348,  363
 42464,  367
 42580,  371
 42696,  375
 42812,  381
 42928,  386
 43044,  388
 43160,  397
 43276,  399
 43392,  405
 43509,  407
 43625,  415
 43741,  419
 43857,  424
 43973,  432
 44089,  433
 44205,  437
 44321,  442
 44437,  446
 44553,  451
 44669,  455
 44785,  461
 44901,  465
 45017,  470
 45133,  476
 45250,  480
 45366,  483
 45482,  486
 45598,  490
 45714,  497
 45830,  499
 45946,  504
 46062,  510
 46178,  512
 46294,  517
 46410,  520
 46526,  523
 46642,  528
 46758,  533
 46874,  539
 46991,  539
 47107,  544
 47223,  550
 47339,  555
 47455,  558
 47571,  562
 47687,  568
 47803,  569
 47919,  575
 48035,  579
 48151,  583
 48267,  587
 48383,  590
 48499,  594
 48615,  598
 48732,  602
 48848,  605
 48964,  608
 49080,  612
 49196,  616
 49312,  619
 49428,  621
 49544,  626
 49660,  628
 49776,  633
 49892,  637
 50008,  639
 50124,  643
 50240,  649
 50356,  651
 50472,  656
 50588,  658
 50704,  662
 50820,  665
 50936,  669
 51052,  673
 51168,  676
 51284,  679
 51400,  683
 51516,  686
 51632,  689
 51748,  695
 51864,  696
 51980,  700
 52096,  704
 52213,  707
 52329,  711
 52445,  714
 52561,  722
 52677,  722
 52793,  725
 52909,  729
 53025,  730
 53141,  736
 53257,  738
 53373,  740
 53489,  744
 53605,  750
 53721,  754
 53837,  761
 53954,  761
 54070,  763
 54186,  766
 54302,  771
 54418,  775
 54534,  778
 54650,  780
 54766,  783
 54882,  789
 54998,  796
 55114,  794
 55230,  798
 55346,  800
 55462,  803
 55578,  809
 55695,  810
 55811,  821
 55927,  818
 56043,  821
 56159,  824
 56275,  829
 56391,  831
 56507,  838
 56623,  837
 56739,  839
 56855,  844
 56971,  848
 57087,  851
 57203,  855
 57319,  860
 57436,  863
 57552,  866
 57668,  869
 57784,  874
 57900,  877
 58016,  881
 58132,  884
 58248,  888
 58364,  892
 58480,  895
 58596,  898
 58712,  902
 58828,  905
 58944,  909
 59060,  914
 59176,  916
 59292,  920
 59408,  923
 59524,  927
 59640,  930
 59756,  935
 59872,  938
 59988,  942
 60104,  944
 60220,  949
 60336,  951
 60452,  954
 60568,  958
 60684,  960
 60800,  965
 60917,  969
 61033,  971
 61149,  974
 61265,  975
 61381,  979
 61497,  984
 61613,  987
 61729,  989
 61845,  992
 61961,  995
 62077, 1000
 62193, 1003
 62309, 1006
 62425, 1009
 62541, 1010
 62658, 1014
 62774, 1018
 62890, 1022
 63006, 1023
